---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |                Ritz    |    Rel. |     Aki    | Acc. |                 Ei           Ek                   | Configurations  |    Terms   |  Ji   Jk  | gi   gk |Type|    TP  |       Line  |
             Wavelength |             Wavelength |    Int. |     s^-1   |      |                (eV)         (eV)                  |                 |            |           |         |    |   Ref. |       Ref.  |
              Vac (nm)  |              Vac (nm)  |    (?)  |            |      |                                                   |                 |            |           |         |    |        |             |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     377.0603290        |         |            |      |   10.1988055020        -    [13.486050724]        |     2p - 11s    |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     377.06056          |         |            |      |                                                   |                 |            |           |         |    |        |        c42  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     377.0608026        |         |            |      |   10.1988098769057     -    [13.486050970]        |     2s - 11p    |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |     377.0608309        |         |            |      |   10.1988098769057     -    [13.486050724]        |     2s - 11s    |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |             |
                        |     377.0608339        |         |            |      |   10.1988098769057     -    [13.486050697]        |     2s - 11p    |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     377.06300          |         |            |      |                                                   |                 |            |           |         |    |        |        c43  |
     377.0633           |     377.06368          |    9000 |  4.3972e+04| AAA  |   10.198835            -     13.48605109          |      2 - 11     |            |           |         |    |  T8637 |   L7436c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     377.0654943        |         |            |      |   10.1988508663        -    [13.4860510588]       |     2p - 11d    |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |        |             |
                        |     377.06550          |         |            |      |                                                   |                 |            |           |         |    |        |        c44  |
                        |     377.0655047        |         |            |      |   10.1988508663        -    [13.4860509678]       |     2p - 11d    |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |        |             |
                        |     377.0655327        |         |            |      |   10.1988508663        -    [13.486050724]        |     2p - 11s    |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |        |             |
                        |     379.787004819      |         |            |      |   10.1988055020        -    [13.46245056340]      |     2p - 10d    |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     379.7870427        |         |            |      |   10.1988055020        -    [13.462450238]        |     2p - 10s    |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     379.78727          |         |            |      |                                                   |                 |            |           |         |    |        |        c45  |
     379.787499854      |     379.787499854      |         |            |      |   10.1988098769057     -     13.46245068439       |     2s - 10d    |  2S  - 2D  | 1/2 - 5/2 |  2 - 6  | E2 |        |   L7369u33  |
                        |     379.7875137        |         |            |      |   10.1988098769057     -    [13.462450565]        |     2s - 10p    |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |     379.7875518        |         |            |      |   10.1988098769057     -    [13.462450238]        |     2s - 10s    |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     379.7875559        |         |            |      |   10.1988098769057     -    [13.462450202]        |     2s - 10p    |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     379.78974          |         |            |      |                                                   |                 |            |           |         |    |        |        c46  |
     379.7909           |     379.79043          |   17000 |  7.1225e+04| AAA  |   10.198835            -     13.46245070          |      2 - 10     |            |           |         |    |  T8637 |   L7436c29  |
                        |     379.792269939      |         |            |      |   10.1988508663        -     13.46245068439       |     2p - 10d    |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |        |             |
                        |     379.79227          |         |            |      |                                                   |                 |            |           |         |    |        |        c47  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     379.792284022      |         |            |      |   10.1988508663        -    [13.46245056340]      |     2p - 10d    |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |        |             |
                        |     379.7923219        |         |            |      |   10.1988508663        -    [13.462450238]        |     2p - 10s    |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |        |             |
                        |     383.5355893        |         |            |      |   10.1988055020        -    [13.4305532421]       |     2p - 9d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |     383.5356424        |         |            |      |   10.1988055020        -    [13.430552794]        |     2p - 9s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     383.53587          |         |            |      |                                                   |                 |            |           |         |    |        |        c48  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     383.5361082        |         |            |      |   10.1988098769057     -    [13.430553244]        |     2s - 9p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |     383.5361616        |         |            |      |   10.1988098769057     -    [13.430552794]        |     2s - 9s     |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |             |
                        |     383.5361673        |         |            |      |   10.1988098769057     -    [13.430552746]        |     2s - 9p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     383.53839          |         |            |      |                                                   |                 |            |           |         |    |        |        c49  |
     383.5397           |     383.53909          |   30000 |  1.2156e+05| AAA  |   10.198835            -     13.43055338          |      2 - 9      |            |           |         |    |  T8637 |   L7436c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     383.5409535        |         |            |      |   10.1988508663        -    [13.4305534081]       |     2p - 9d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |        |             |
                        |     383.54096          |         |            |      |                                                   |                 |            |           |         |    |        |        c50  |
                        |     383.5409732        |         |            |      |   10.1988508663        -    [13.4305532421]       |     2p - 9d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |        |             |
                        |     383.5410263        |         |            |      |   10.1988508663        -    [13.430552794]        |     2p - 9s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |        |             |
                        |     388.901981525      |         |            |      |   10.1988055020        -     13.38595993554       |     2p - 8d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     388.902059463      |         |            |      |   10.1988055020        -     13.38595929683       |     2p - 8s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     388.90227          |         |            |      |                                                   |                 |            |           |         |    |        |        c51  |
     388.902486539      |     388.902486539      |         |            |      |   10.1988098769057     -     13.385960171820      |     2s - 8d     |  2S  - 2D  | 1/2 - 5/2 |  2 - 6  | E2 |        |     L11759  |
                        |     388.902515231      |         |            |      |   10.1988098769057     -    [13.38595993669]      |     2s - 8p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |        |             |
     388.902515372      |     388.902515372      |         |            |      |   10.1988098769057     -     13.38595993554       |     2s - 8d     |  2S  - 2D  | 1/2 - 3/2 |  2 - 4  | E2 |        |     L11759  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     388.902593309      |     388.902593309      |         |            |      |   10.1988098769057     -     13.38595929683       |     2s - 8s     |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |     L11759  |
                        |     388.902601724      |         |            |      |   10.1988098769057     -    [13.38595922787]      |     2s - 8p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     388.90486          |         |            |      |                                                   |                 |            |           |         |    |        |        c52  |
     388.9064           |     388.90556          |   70000 |  2.2148e+05| AAA  |   10.198835            -     13.38596018          |      2 - 8      |            |           |         |    |  T8637 |   L7436c29  |
                        |     388.907488331      |         |            |      |   10.1988508663        -     13.385960171820      |     2p - 8d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |        |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     388.90749          |         |            |      |                                                   |                 |            |           |         |    |        |        c53  |
                        |     388.907517165      |         |            |      |   10.1988508663        -     13.38595993554       |     2p - 8d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |        |             |
                        |     388.907595104      |         |            |      |   10.1988508663        -     13.38595929683       |     2p - 8s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |        |             |
                        |     397.0041763        |         |            |      |   10.1988055020        -    [13.3209168566]       |     2p - 7d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |     397.0042976        |         |            |      |   10.1988055020        -    [13.320915903]        |     2p - 7s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     397.00448          |         |            |      |                                                   |                 |            |           |         |    |        |        c54  |
                        |     397.0047325        |         |            |      |   10.1988098769057     -    [13.320916858]        |     2s - 7p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |        |             |
                        |     397.0048540        |         |            |      |   10.1988098769057     -    [13.320915903]        |     2s - 7s     |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |             |
                        |     397.0048671        |         |            |      |   10.1988098769057     -    [13.320915800]        |     2s - 7p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |        |             |
                        |     397.00719          |         |            |      |                                                   |                 |            |           |         |    |        |        c55  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     397.0075           |     397.00788          |   30000 |  4.3889e+05| AAA  |   10.198835            -     13.32091733          |      2 - 7      |            |           |         |    |  T8637 |   L7436c29  |
                        |     397.0099002        |         |            |      |   10.1988508663        -    [13.3209172093]       |     2p - 7d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |        |             |
                        |     397.00991          |         |            |      |                                                   |                 |            |           |         |    |        |        c56  |
                        |     397.0099450        |         |            |      |   10.1988508663        -    [13.3209168566]       |     2p - 7d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |        |             |
                        |     397.0100664        |         |            |      |   10.1988508663        -    [13.320915903]        |     2p - 7s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |        |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     410.170228371      |         |  4.2877e+06| AAA  |   10.1988055020        -    [13.22070229910]      |     2p - 6d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
                        |     410.170433887      |         |  2.4501e+05| AAA  |   10.1988055020        -     13.22070078500       |     2p - 6s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
                        |     410.17056          |         |            |      |                                                   |                 |            |           |         |    |        |        c57  |
     410.170746200      |     410.170746200      |         |            |      |   10.1988098769057     -     13.22070285902       |     2s - 6d     |  2S  - 2D  | 1/2 - 5/2 |  2 - 6  | E2 |        |     L11759  |
                        |     410.170821833      |         |  2.8583e+06| AAA  |   10.1988098769057     -    [13.22070230183]      |     2s - 6p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     410.171027719      |     410.171027719      |         |            |      |   10.1988098769057     -     13.22070078500       |     2s - 6s     |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |     L11759  |
                        |     410.171049891      |         |  2.8584e+06| AAA  |   10.1988098769057     -    [13.22070062167]      |     2s - 6p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
     410.1734           |     410.17415          |   70000 |  9.7320e+05| AAA  |   10.198835            -     13.22070305          |      2 - 6      |            |           |         |    |  T8637 |   L7436c29  |
                        |     410.17346          |         |            |      |                                                   |                 |            |           |         |    |        |        c58  |
                        |     410.176310010      |         |  5.1450e+06| AAA  |   10.1988508663        -     13.22070285902       |     2p - 6d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     410.17632          |         |            |      |                                                   |                 |            |           |         |    |        |        c59  |
                        |     410.176386014      |         |  8.5748e+05| AAA  |   10.1988508663        -    [13.22070229910]      |     2p - 6d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |  T8637 |             |
                        |     410.176591536      |         |  4.9006e+05| AAA  |   10.1988508663        -     13.22070078500       |     2p - 6s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |  T8637 |             |
                        |     434.0426937        |         |  7.8548e+06| AAA  |   10.1988055020        -     13.0545002443        |     2p - 5d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
                        |     434.04309          |         |            |      |                                                   |                 |            |           |         |    |        |        c60  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     434.0430904        |         |  4.2955e+05| AAA  |   10.1988055020        -    [13.054497634]        |     2p - 5s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
                        |     434.0433569        |         |  4.9483e+06| AAA  |   10.1988098769057     -     13.054500256         |     2s - 5p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
                        |     434.0437553        |         |            |      |   10.1988098769057     -    [13.054497634]        |     2s - 5s     |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |             |
                        |     434.0437982        |         |  4.9484e+06| AAA  |   10.1988098769057     -     13.054497353         |     2s - 5p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
                        |     434.04634          |         |            |      |                                                   |                 |            |           |         |    |        |        c61  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     434.0472           |     434.0471           |   90000 |  2.5304e+06| AAA  |   10.198835            -     13.0545009           |      2 - 5      |            |           |         |    |  T8637 |   L7436c29  |
                        |     434.0494419        |         |  9.4254e+06| AAA  |   10.1988508663        -    [13.0545012118]       |     2p - 5d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |  T8637 |             |
                        |     434.04947          |         |            |      |                                                   |                 |            |           |         |    |        |        c62  |
                        |     434.0495889        |         |  1.5709e+06| AAA  |   10.1988508663        -     13.0545002443        |     2p - 5d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |  T8637 |             |
                        |     434.0499856        |         |  8.5920e+05| AAA  |   10.1988508663        -    [13.054497634]        |     2p - 5s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     486.12786238       |         |  1.7188e+07| AAA  |   10.1988055020        -     12.7485372981        |     2p - 4d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
     486.128336326      |     486.128336324      |         |            |      |   10.1988098769057     -     12.74853918722       |     2s - 4d     |  2S  - 2D  | 1/2 - 5/2 |  2 - 6  | E2 |        |      L9496  |
                        |     486.12841          |         |            |      |                                                   |                 |            |           |         |    |        |        c63  |
     486.128694917      |     486.128694918      |         |  9.6680e+06| AAA  |   10.1988098769057     -     12.74853730643       |     2s - 4p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |  T8637 |      L9477  |
                        |     486.128836998      |         |  8.5941e+05| AAA  |   10.1988055020        -     12.74853218633       |     2p - 4s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     486.129671127      |     486.129671127      |         |            |      |   10.1988098769057     -     12.74853218633       |     2s - 4s     |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |      L9496  |
     486.129776054      |     486.129776053      |         |  9.6683e+06| AAA  |   10.1988098769057     -     12.74853163601       |     2s - 4p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |  T8637 |      L9477  |
                        |     486.13250          |         |            |      |                                                   |                 |            |           |         |    |        |        c64  |
     486.135            |     486.1333           |  180000 |  8.4193e+06| AAA  |   10.198835            -     12.7485385           |      2 - 4      |            |           |         |    |  T8637 |   L7439c30  |
                        |     486.136151557      |         |  2.0625e+07| AAA  |   10.1988508663        -     12.74853918722       |     2p - 4d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     486.13622          |         |            |      |                                                   |                 |            |           |         |    |        |        c65  |
                        |     486.13651175       |         |  3.4375e+06| AAA  |   10.1988508663        -     12.7485372981        |     2p - 4d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |  T8637 |             |
                        |     486.137486402      |         |  1.7190e+06| AAA  |   10.1988508663        -     12.74853218633       |     2p - 4s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |  T8637 |             |
     656.2709699        |     656.2709702        |         |  5.3877e+07| AAA  |   10.1988055020        -     12.087506310         |     2p - 3d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |  T8637 |      L2752  |
                        |     656.2714           |         |            |      |                                                   |                 |            |           |         |    |        |        c67  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     656.2722           |         |            |      |                                                   |                 |            |           |         |    |        |        c68  |
     656.2724827        |     656.2724827        |         |  2.2448e+07| AAA  |   10.1988098769057     -     12.087506332         |     2s - 3p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |  T8637 |   L6891c38  |
                        |     656.2751807        |         |  2.1046e+06| AAA  |   10.1988055020        -     12.087494193         |     2p - 3s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
                        |     656.2767009        |         |            |      |   10.1988098769057     -     12.087494193         |     2s - 3s     |  2S  - 2S  | 1/2 - 1/2 |  2 - 2  | M1 |        |             |
                        |     656.2770           |         |            |      |                                                   |                 |            |           |         |    |        |        c66  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     656.2771534        |     656.2771533        |         |  2.2449e+07| AAA  |   10.1988098769057     -     12.087492891         |     2s - 3p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |  T8637 |   L6891c38  |
     656.279            |     656.2819           |  500000 |  4.4101e+07| AAA  |   10.198835            -     12.087504            |      2 - 3      |            |           |         |    |  T8637 |   L7400c29  |
                        |     656.2795           |         |            |      |                                                   |                 |            |           |         |    |        |        c69  |
     656.285175         |     656.2851769        |         |  6.4651e+07| AAA  |   10.1988508663        -     12.087510790         |     2p - 3d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |  T8637 |      L2752  |
                        |     656.28533          |         |            |      |                                                   |                 |            |           |         |    |        |        c71  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |     656.2854           |         |            |      |                                                   |                 |            |           |         |    |        |        c70  |
                        |     656.2867336        |         |  1.0775e+07| AAA  |   10.1988508663        -     12.087506310         |     2p - 3d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |  T8637 |             |
                        |     656.2909442        |         |  4.2097e+06| AAA  |   10.1988508663        -     12.087494193         |     2p - 3s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |  T8637 |             |
     824.999            |     824.9974           |      90 |            |      |   12.087504            -    [13.58993480]         |      3 - 40     |            |           |         |    |        |   L7400c29  |
     825.229            |     825.2399           |      90 |            |      |   12.087504            -    [13.58949337]         |      3 - 39     |            |           |         |    |        |   L7400c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     825.499            |     825.5019           |      90 |            |      |   12.087504            -    [13.58901663]         |      3 - 38     |            |           |         |    |        |   L7400c29  |
     825.789            |     825.7856           |     110 |            |      |   12.087504            -    [13.58850072]         |      3 - 37     |            |           |         |    |        |   L7400c29  |
     826.089            |     826.0935           |     110 |            |      |   12.087504            -    [13.58794122]         |      3 - 36     |            |           |         |    |        |   L7400c29  |
     826.428            |     826.4285           |     110 |            |      |   12.087504            -    [13.58733309]         |      3 - 35     |            |           |         |    |        |   L7400c29  |
     826.794            |     826.7938           |     110 |            |      |   12.087504            -    [13.58667051]         |      3 - 34     |            |           |         |    |        |   L7400c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     827.194            |     827.1931           |     140 |            |      |   12.087504            -    [13.58594679]         |      3 - 33     |            |           |         |    |        |   L7400c29  |
     827.632            |     827.6309           |     140 |            |      |   12.087504            -    [13.58515416]         |      3 - 32     |            |           |         |    |        |   L7400c29  |
     828.113            |     828.1123           |     140 |            |      |   12.087504            -    [13.58428359]         |      3 - 31     |            |           |         |    |        |   L7400c29  |
     828.642            |     828.6432           |     140 |            |      |   12.087504            -    [13.58332452]         |      3 - 30     |            |           |         |    |        |   L7400c29  |
     829.230            |     829.2309           |     170 |            |      |   12.087504            -    [13.58226454]         |      3 - 29     |            |           |         |    |        |   L7400c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     829.883            |     829.8835           |     210 |            |      |   12.087504            -    [13.58108897]         |      3 - 28     |            |           |         |    |        |   L7400c29  |
     830.610            |     830.6113           |     250 |            |      |   12.087504            -    [13.57978038]         |      3 - 27     |            |           |         |    |        |   L7400c29  |
     831.426            |     831.4261           |     290 |            |      |   12.087504            -    [13.57831792]         |      3 - 26     |            |           |         |    |        |   L7400c29  |
     832.342            |     832.3425           |     290 |            |      |   12.087504            -    [13.57667646]         |      3 - 25     |            |           |         |    |        |   L7400c29  |
     833.378            |     833.3783           |     370 |            |      |   12.087504            -    [13.57482559]         |      3 - 24     |            |           |         |    |        |   L7400c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     834.554            |     834.5552           |     500 |            |      |   12.087504            -    [13.57272808]         |      3 - 23     |            |           |         |    |        |   L7400c29  |
     835.900            |     835.9004           |     500 |            |      |   12.087504            -    [13.57033808]         |      3 - 22     |            |           |         |    |        |   L7400c29  |
     837.448            |     837.4475           |     600 |            |      |   12.087504            -    [13.56759860]         |      3 - 21     |            |           |         |    |        |   L7400c29  |
     839.240            |     839.2397           |     700 |  1.5167e+03| AAA  |   12.087504            -    [13.56443800]         |      3 - 20     |            |           |         |    |  T8637 |   L7400c29  |
     841.332            |     841.3318           |     700 |  1.9643e+03| AAA  |   12.087504            -    [13.56076532]         |      3 - 19     |            |           |         |    |  T8637 |   L7400c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     843.795            |     843.7956           |     700 |  2.5804e+03| AAA  |   12.087504            -    [13.55646368]         |      3 - 18     |            |           |         |    |  T8637 |   L7400c29  |
     846.726            |     846.7254           |     700 |  3.4442e+03| AAA  |   12.087504            -    [13.55138080]         |      3 - 17     |            |           |         |    |  T8637 |   L7400c29  |
     850.249            |     850.2483           |  (1200) |  4.6801e+03| AAA  |   12.087504            -    [13.54531538]         |      3 - 16     |            |           |         |    |  T8637 |   L7400c29  |
     854.538            |     854.5383           |  (1400) |  6.4901e+03| AAA  |   12.087504            -    [13.53799686]         |      3 - 15     |            |           |         |    |  T8637 |   L7400c29  |
     859.839            |     859.8392           |    2300 |  9.2117e+03| AAA  |   12.087504            -    [13.52905466]         |      3 - 14     |            |           |         |    |  T8637 |   L7400c29  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     866.502            |     866.5019           |  (2200) |  1.3431e+04| AAA  |   12.087504            -    [13.51797042]         |      3 - 13     |            |           |         |    |  T8637 |   L7400c29  |
     875.046            |     875.0472           |    2200 |  2.0207e+04| AAA  |   12.087504            -     13.50400107          |      3 - 12     |            |           |         |    |  T8637 |   L7400c29  |
     886.289            |     886.2782           |  (3600) |  3.1558e+04| AAA  |   12.087504            -     13.48605109          |      3 - 11     |            |           |         |    |  T8637 |   L7400c29  |
     901.53             |     901.4909           |  (4800) |  5.1558e+04| AAA  |   12.087504            -     13.46245070          |      3 - 10     |            |           |         |    |  T8637 |      L7389  |
     922.97             |     922.9014           |  (6500) |  8.9050e+04| AAA  |   12.087504            -     13.43055338          |      3 - 9      |            |           |         |    |  T8637 |      L7389  |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
     954.62             |     954.5969           |  (9000) |  1.6506e+05| AAA  |   12.087504            -     13.38596018          |      3 - 8      |            |           |         |    |  T8637 |      L7389  |
    1004.98             |    1004.9368           | (13000) |  3.3585e+05| AAA  |   12.087504            -     13.32091733          |      3 - 7      |            |           |         |    |  T8637 |      L7389  |
                        |    1093.7981995        |         |  1.5649e+06| AAA  |   12.087492891         -    [13.22070229910]      |     3p - 6d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
                        |    1093.7994535        |         |  9.5508e+05| AAA  |   12.087494193         -    [13.22070230183]      |     3s - 6p     |  2S  - 2P* | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
                        |    1093.7996609        |         |  1.6906e+05| AAA  |   12.087492891         -     13.22070078500       |     3p - 6s     |  2P* - 2S  | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |    1093.8010753        |         |  9.5511e+05| AAA  |   12.087494193         -    [13.22070062167]      |     3s - 6p     |  2S  - 2P* | 1/2 - 1/2 |  2 - 2  |    |  T8637 |             |
                        |    1093.8106119        |         |  2.0030e+06| AAA  |   12.087506310         -    (13.220702858765)     |     3d - 6f     |  2D  - 2F* | 3/2 - 5/2 |  4 - 6  |    |  T8637 |             |
                        |    1093.8106330        |         |  1.8778e+06| AAA  |   12.087506332         -     13.22070285902       |     3p - 6d     |  2P* - 2D  | 3/2 - 5/2 |  4 - 6  |    |  T8637 |             |
                        |    1093.8111495        |         |  7.8242e+03| AAA  |   12.087506310         -    [13.22070230183]      |     3d - 6p     |  2D  - 2P* | 3/2 - 3/2 |  4 - 4  |    |  T8637 |             |
                        |    1093.8111735        |         |  3.1296e+05| AAA  |   12.087506332         -    [13.22070229910]      |     3p - 6d     |  2P* - 2D  | 3/2 - 3/2 |  4 - 4  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
                        |    1093.8126349        |         |  3.3815e+05| AAA  |   12.087506332         -     13.22070078500       |     3p - 6s     |  2P* - 2S  | 3/2 - 1/2 |  4 - 2  |    |  T8637 |             |
                        |    1093.8127713        |         |  7.8253e+04| AAA  |   12.087506310         -    [13.22070062167]      |     3d - 6p     |  2D  - 2P* | 3/2 - 1/2 |  4 - 2  |    |  T8637 |             |
                        |    1093.8146659        |         |  2.1460e+06| AAA  |   12.087510790         -    (13.220703138787)     |     3d - 6f     |  2D  - 2F* | 5/2 - 7/2 |  6 - 8  |    |  T8637 |             |
                        |    1093.8149362        |         |  1.4307e+05| AAA  |   12.087510790         -    (13.220702858765)     |     3d - 6f     |  2D  - 2F* | 5/2 - 5/2 |  6 - 6  |    |  T8637 |             |
                        |    1093.8154738        |         |  7.0421e+04| AAA  |   12.087510790         -    [13.22070230183]      |     3d - 6p     |  2D  - 2P* | 5/2 - 3/2 |  6 - 4  |    |  T8637 |             |
                        |                        |         |            |      |                                                   |                 |            |           |         |    |        |             |
    1093.817            |    1093.8086           |   14000 |  7.7829e+05| AAA  |   12.087504            -     13.22070305          |      3 - 6      |            |           |         |    |  T8637 |      L7421  |
                        |    1281.792576         |         |  2.8263e+06| AAA  |   12.087492891         -     13.0545002443        |     3p - 5d     |  2P* - 2D  | 1/2 - 3/2 |  2 - 4  |    |  T8637 |             |
